=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.07.14 18:54:23 =~=~=~=~=~=~=~=~=~=~=~=
51.52,-11.04,-68.42,0.93,0.04,-0.36

52.74,-12.27,-70.78,0.94,0.10,-0.32

52.74,-12.27,-68.42,0.94,0.05,-0.34

52.74,-12.27,-70.78,0.95,0.02,-0.32

52.74,-11.04,-69.60,0.93,0.09,-0.35

52.74,-9.81,-70.78,0.95,0.05,-0.31

50.29,-9.81,-68.42,0.95,-0.08,-0.31

ESP-ROM:esp32s3-20210327
Build:Mar 27 2021
rst:0x15 (USB_UART_CHIP_RESET),boot:0x20 (DOWNLOAD(USB/UART0))
Saved PC:0x42026bc2
waiting for download
                      
